"","phylum","gene","description"
"3511","proteobacteria","FIG00639224","FIG00639226: hypothetical protein"
"3512","proteobacteria","FIG01381028","FIG00642654: hypothetical protein"
"3513","proteobacteria","FIG01522310","FIG01048776: hypothetical protein"
"3514","proteobacteria","FIG01305645","Phosphotransferase system HPr enzyme in cluster with fructose-bisphosphate aldolase"
"3515","proteobacteria","FIG01537388","FIG01048207: hypothetical protein"
"3516","proteobacteria","FIG01296235",NA
"3517","proteobacteria","FIG00460987","FIG00460990: hypothetical protein"
"3518","proteobacteria","FIG01321255","FIG00458378: hypothetical protein"
"3519","proteobacteria","FIG01464532","putative rhamnosyl transferase"
"3520","proteobacteria","FIG01375255","FIG00351971: hypothetical protein"
"3521","proteobacteria","FIG00639955","putative bacteriophage baseplate protein"
"3522","proteobacteria","FIG00639953","FIG00639954: hypothetical protein"
"3523","proteobacteria","FIG01335094","FIG00698772: hypothetical protein"
"3524","proteobacteria","FIG00538383","Taurine dioxygenase (EC 1.14.11.17)"
"3525","proteobacteria","FIG01625514","COG1136: ABC-type antimicrobial peptide transport system, ATPase component"
"3526","proteobacteria","FIG01070966",NA
"3527","proteobacteria","FIG01623918","micrococcal nuclease (SNase-like)"
"3528","proteobacteria","FIG01313347","Zn peptidase with DNA binding"
"3529","proteobacteria","FIG00638146",NA
"3530","proteobacteria","FIG00638148",NA
"3531","proteobacteria","FIG01047087","COG4385: Bacteriophage P2-related tail formation protein"
"3532","proteobacteria","FIG00733039","FIG00733042: hypothetical protein"
"3533","proteobacteria","FIG00978758","FIG00978759: hypothetical protein"
"3534","proteobacteria","FIG01414617","FIG00642428: hypothetical protein"
"3535","proteobacteria","FIG00946940","FIG00946943: hypothetical protein"
"3536","proteobacteria","FIG00002333","Putative Dihydrolipoamide dehydrogenase (EC 1.8.1.4); Mercuric ion reductase (EC 1.16.1.1); PF00070 family, FAD-dependent NAD(P)-disulphide oxidoreductase"
"3537","proteobacteria","FIG00947613","FIG00947614: hypothetical protein"
"3538","proteobacteria","FIG00732338",NA
"3539","proteobacteria","FIG00644993","FIG00644994: hypothetical protein"
"3540","proteobacteria","FIG01005416","FIG01005417: hypothetical protein"
"3541","proteobacteria","FIG00978253","FIG00978254: hypothetical protein"
"3542","proteobacteria","FIG00977202","FIG00977205: hypothetical protein"
"3543","proteobacteria","FIG00731731","FIG00731732: hypothetical protein"
"3544","proteobacteria","FIG00641824","FIG00641828: hypothetical protein"
"3545","proteobacteria","FIG01049004","FIG01049009: hypothetical protein"
"3546","proteobacteria","FIG00731399","FIG00731400: hypothetical protein"
"3547","proteobacteria","FIG01342780","transposase"
"3548","proteobacteria","FIG00642817","FIG00642822: hypothetical protein"
"3549","proteobacteria","FIG00974802","FIG00974803: hypothetical protein"
"3550","proteobacteria","FIG00639007","unknown protein encoded by prophage CP-933T"
"3551","proteobacteria","FIG01612877","FIG00353819: hypothetical protein"
"3552","proteobacteria","FIG00975786","FIG00975789: hypothetical protein"
"3553","proteobacteria","FIG01217462","FIG01217464: hypothetical protein"
"3554","proteobacteria","FIG01413353","FIG00643565: hypothetical protein"
"3555","proteobacteria","FIG00933750",NA
"3556","proteobacteria","FIG00006661","Potassium channel protein"
"3557","proteobacteria","FIG00643235",NA
"3558","proteobacteria","FIG00643238","FIG00643239: hypothetical protein"
"3559","proteobacteria","FIG00953543","Antisigma transmembrane sensor FpvR"
"3560","proteobacteria","FIG00039076","Putative pertussis-like toxin subunit PtlA (EC 2.4.2.-)"
"3561","proteobacteria","FIG00832788","fumarylacetoacetate hydrolase family protein"
"3562","proteobacteria","FIG01314635","FIG00642820: hypothetical protein"
"3563","proteobacteria","FIG01417906","Antigen 43 precursor"
"3564","proteobacteria","FIG00004693","Carbonic anhydrase, gamma class (EC 4.2.1.1)"
"3565","proteobacteria","FIG01364727","Quinone oxidoreductase"
"3566","proteobacteria","FIG00731943","FIG00731944: hypothetical protein"
"3567","proteobacteria","FIG01421461","Phage repressor protein cI"
"3568","proteobacteria","FIG01777104","FIG00698173: hypothetical protein"
"3569","proteobacteria","FIG01048644","FIG01048645: hypothetical protein"
"3570","proteobacteria","FIG01498580","FIG00638234: hypothetical protein"
"3571","proteobacteria","FIG00854960","PDZ/DHR/GLGF"
"3572","proteobacteria","FIG00432858","FIG00432864: hypothetical protein"
"3573","proteobacteria","FIG01047822","FIG01047828: hypothetical protein"
"3574","proteobacteria","FIG01403714","D-amino acid oxidase family protein"
"3575","proteobacteria","FIG00641648","FIG00641649: hypothetical protein"
"3576","proteobacteria","FIG01317362","FIG01061167: hypothetical protein"
"3577","proteobacteria","FIG00732148","FIG00732149: hypothetical protein"
"3578","proteobacteria","FIG01312676","hypothetical protein"
"3579","proteobacteria","FIG01338532","FIG00643033: hypothetical protein"
"3580","proteobacteria","FIG00638093","FIG00638094: hypothetical protein"
"3581","proteobacteria","FIG01585999","FIG00353774: hypothetical protein"
"3582","proteobacteria","FIG00969957","FIG00969964: hypothetical protein"
"3583","proteobacteria","FIG01202697","prophage MuSo2, portal protein, putative"
"3584","proteobacteria","FIG00644865","FIG01045937: hypothetical protein"
"3585","proteobacteria","FIG00637914","FIG00637915: hypothetical protein"
"3586","proteobacteria","FIG00637918","FIG00637919: hypothetical protein"
"3587","proteobacteria","FIG01405637","putativa replication protein"
"3588","proteobacteria","FIG00694584","COG2335: Secreted and surface protein containing fasciclin-like repeats"
"3589","proteobacteria","FIG01307262","Bacteriophage-encoded homolog of DNA replication protein DnaC"
"3590","proteobacteria","FIG00642527","FIG00642528: hypothetical protein"
"3591","proteobacteria","FIG01346393","FIG00641872: hypothetical protein"
"3592","proteobacteria","FIG00441794","blr0325; hypothetical protein"
"3593","proteobacteria","FIG01450730","Basic proline-rich protein precursor"
"3594","proteobacteria","FIG01220299","FIG01220301: hypothetical protein"
"3595","proteobacteria","FIG01507476","FIG00732118: hypothetical protein"
"3596","proteobacteria","FIG00639446","FIG00639447: hypothetical protein"
"3597","proteobacteria","FIG01449761","putative amino acid-binding periplasmic protein"
"3598","proteobacteria","FIG01226436","lipoprotein, NLP/P60 family"
"3599","proteobacteria","FIG01325744","methyltransferase type 11"
"3600","proteobacteria","FIG01507863","FIG01049668: hypothetical protein"
"3601","proteobacteria","FIG00644655","FIG01068810: hypothetical protein"
"3602","proteobacteria","FIG00635549","Amylovoran biosynthesis glycosyltransferase amsE (EC 2.-.-.-)"
"3603","proteobacteria","FIG00639422","FIG00639423: hypothetical protein"
"3604","proteobacteria","FIG00638028","FIG00638029: hypothetical protein"
"3605","proteobacteria","FIG00638029","FIG00638030: hypothetical protein"
"3606","proteobacteria","FIG00905857","Probable UDP-N-acetyl-D-mannosaminuronic acid transferase (EC 2.4.1.-)"
"3607","proteobacteria","FIG00639377","FIG00639379: hypothetical protein"
"3608","proteobacteria","FIG00639372","FIG00639373: hypothetical protein"
"3609","proteobacteria","FIG00639086","Hypothetical rem protein"
"3610","proteobacteria","FIG00639082","FIG00639083: hypothetical protein"
"3611","proteobacteria","FIG00731475","FIG00731477: hypothetical protein"
"3612","proteobacteria","FIG00640495","FIG00640500: hypothetical protein"
"3613","proteobacteria","FIG00007096","Putative transport protein YdjK, MFS superfamily"
"3614","proteobacteria","FIG00898974","protein of unknown function DUF262"
"3615","proteobacteria","FIG01313771","Putative single stranded DNA-binding protein of prophage"
"3616","proteobacteria","FIG00072107","Putative oxidoreductase component of anaerobic dehydrogenases; Functional role page for Chaperone protein TorD"
"3617","proteobacteria","FIG00553536","FIG00553537: hypothetical protein"
"3618","proteobacteria","FIG01221759","FIG01221761: hypothetical protein"
"3619","proteobacteria","FIG01135671","putative conjugal transfer protein"
"3620","proteobacteria","FIG00643771","FIG00643775: hypothetical protein"
"3621","proteobacteria","FIG01341221","Intimin"
"3622","proteobacteria","FIG00442487","FIG00442488: hypothetical protein"
"3623","proteobacteria","FIG01331960","MinD superfamily P-loop ATPase containing an inserted ferredoxin domain"
"3624","proteobacteria","FIG00640620","FIG00640621: hypothetical protein"
"3625","proteobacteria","FIG00639120","FIG00639127: hypothetical protein"
"3626","proteobacteria","FIG00946420",NA
"3627","proteobacteria","FIG00639872","FIG01221266: hypothetical protein"
"3628","proteobacteria","FIG01046935","FIG01046937: hypothetical protein"
"3629","proteobacteria","FIG01046930","FIG01046935: hypothetical protein"
"3630","proteobacteria","FIG01055372","FIG01055373: hypothetical protein"
"3631","proteobacteria","FIG01817598","probable GntR-family transcriptional regulator"
"3632","proteobacteria","FIG00696394","putative F17-like fimbrial chaperone"
"3633","proteobacteria","FIG01004855","FIG01004859: hypothetical protein"
"3634","proteobacteria","FIG00461208","FIG00461209: hypothetical protein"
"3635","proteobacteria","FIG01283213","Head completion/stabilization protein"
"3636","proteobacteria","FIG00545041","putative transcription regulator"
"3637","proteobacteria","FIG00553479","FIG00553480: hypothetical protein"
"3638","proteobacteria","FIG00637999","FIG00638000: hypothetical protein"
"3639","proteobacteria","FIG00637994","FIG00637995: hypothetical protein"
"3640","proteobacteria","FIG01329086","putative ATPase, AAA+ family protein"
"3641","proteobacteria","FIG01283217","putative DNA N-6-adenine methyltransferase"
"3642","proteobacteria","FIG00639453","FIG00639454: hypothetical protein"
"3643","proteobacteria","FIG01437115","Glycosyltransferase, family 8"
"3644","proteobacteria","FIG00640065","FIG00640071: hypothetical protein"
"3645","proteobacteria","FIG01328352","Cytochrome b561 homolog 1"
"3646","proteobacteria","FIG00642000","FIG00642006: hypothetical protein"
"3647","proteobacteria","FIG00978537","FIG00978539: hypothetical protein"
"3648","proteobacteria","FIG00638190","FIG00638193: hypothetical protein"
"3649","proteobacteria","FIG00955665","FIG00955667: hypothetical protein"
"3650","proteobacteria","FIG01047053","FIG01047054: hypothetical protein"
"3651","proteobacteria","FIG00641079","FIG00641080: hypothetical protein"
"3652","proteobacteria","FIG00641074","FIG00641077: hypothetical protein"
"3653","proteobacteria","FIG01049524",NA
"3654","proteobacteria","FIG00732620","FIG00732621: hypothetical protein"
"3655","proteobacteria","FIG01397610","Hypothetical protein USSDB1A"
"3656","proteobacteria","FIG00640307","FIG00640314: hypothetical protein"
"3657","proteobacteria","FIG01045858","Probable integrase remnant"
"3658","proteobacteria","FIG00639874","FIG01070373: hypothetical protein"
"3659","proteobacteria","FIG01045525","Eaa protein"
"3660","proteobacteria","FIG00978782","FIG00978789: hypothetical protein"
"3661","proteobacteria","FIG00973667","FIG00973668: hypothetical protein"
"3662","proteobacteria","FIG01684852","Styrene monooxygenase subunit A"
"3663","proteobacteria","FIG00510385","FIG00638672: hypothetical protein"
"3664","proteobacteria","FIG00974361","FIG00974363: hypothetical protein"
"3665","proteobacteria","FIG00857606","FIG00857607: hypothetical protein"
"3666","proteobacteria","FIG00626353","FIG00626354: hypothetical protein"
"3667","proteobacteria","FIG01303994","Inner membrane protein forms channel for type IV secretion of T-DNA complex, VirB3 / ATPase required for both assembly of type IV secretion complex and secretion of T-DNA complex, VirB4"
"3668","proteobacteria","FIG01005917","Bll7889 protein"
"3669","proteobacteria","FIG00638363","FIG00638364: hypothetical protein"
"3670","proteobacteria","FIG01874867","phage repressor protein"
"3671","proteobacteria","FIG00744195","ABC transporter membrane-spanning permease - glutamine transport"
"3672","proteobacteria","FIG00002011","Ferric iron ABC transporter, iron-binding protein"
"3673","proteobacteria","FIG00038415","FIG039767: hypothetical protein"
"3674","proteobacteria","FIG00732549","FIG00732551: hypothetical protein"
"3675","proteobacteria","FIG00643307","putative anti-repressor protein"
"3676","proteobacteria","FIG00643306","FIG00643307: hypothetical protein"
"3677","proteobacteria","FIG01351227","Amine oxidase [flavin-containing] (EC 1.4.3.4)"
"3678","proteobacteria","FIG00638606","FIG00638607: hypothetical protein"
"3679","proteobacteria","FIG00638604","fragment"
"3680","proteobacteria","FIG01553599","FIG00354222: hypothetical protein"
"3681","proteobacteria","FIG01334542","PilV-like protein"
"3682","proteobacteria","FIG00793746","aldo/keto reductase homolog"
"3683","proteobacteria","FIG00641893",NA
"3684","proteobacteria","FIG00641896","FIG00641899: hypothetical protein"
"3685","proteobacteria","FIG00110059","Outer membrane receptor for ferric-pyochelin FptA"
"3686","proteobacteria","FIG01332975","Putative hydrogenase protein"
"3687","proteobacteria","FIG01596197","Hxr"
"3688","proteobacteria","FIG01306854","Anaerobic dimethyl sulfoxide reductase chaperone DmsD"
"3689","proteobacteria","FIG01959107","5-methylthioribose kinase (EC 2.7.1.100)"
"3690","proteobacteria","FIG00946829","FIG00946830: hypothetical protein"
"3691","proteobacteria","FIG01308280","FIG00648575: hypothetical protein"
"3692","proteobacteria","FIG01354902","Immunity protein"
"3693","proteobacteria","FIG00974509","FIG00974512: hypothetical protein"
"3694","proteobacteria","FIG00732785","FIG00732786: hypothetical protein"
"3695","proteobacteria","FIG01221201","FIG01221203: hypothetical protein"
"3696","proteobacteria","FIG01221203","FIG01221204: hypothetical protein"
"3697","proteobacteria","FIG00476656","putative acyl-CoA dehydrogenase"
"3698","proteobacteria","FIG01456829","NimC/NimA family protein"
"3699","proteobacteria","FIG00853724","FIG00853729: hypothetical protein"
"3700","proteobacteria","FIG00639822","FIG00639826: hypothetical protein"
"3701","proteobacteria","FIG00639826","FIG00639828: hypothetical protein"
"3702","proteobacteria","FIG00002735","Cytochrome C553 (soluble cytochrome f)"
"3703","proteobacteria","FIG00977629","FIG00977631: hypothetical protein"
"3704","proteobacteria","FIG01473163","FIG00684568: hypothetical protein"
"3705","proteobacteria","FIG01335514","AagD"
"3706","proteobacteria","FIG00640591","FIG00640594: hypothetical protein"
"3707","proteobacteria","FIG00639974","FIG00639976: hypothetical protein"
"3708","proteobacteria","FIG00904719","FIG00904721: hypothetical protein"
"3709","proteobacteria","FIG00979044","FIG00979045: hypothetical protein"
"3710","proteobacteria","FIG01523035","Bll6692 protein"
"3711","proteobacteria","FIG00732243","possible bacteriophage protein"
"3712","proteobacteria","FIG00977043","FIG00977045: hypothetical protein"
"3713","proteobacteria","FIG00973975","FIG00973976: hypothetical protein"
"3714","proteobacteria","FIG00847735","FIG00847736: hypothetical protein"
"3715","proteobacteria","FIG00976395","FIG00976396: hypothetical protein"
"3716","proteobacteria","FIG00639988",NA
"3717","proteobacteria","FIG00639980","FIG00639981: hypothetical protein"
"3718","proteobacteria","FIG01547221","FIG00641557: hypothetical protein"
"3719","proteobacteria","FIG00697514","putative prophage repressor CI"
"3720","proteobacteria","FIG01460998","FIG00640079: hypothetical protein"
"3721","proteobacteria","FIG00092101","3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41); Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)"
"3722","proteobacteria","FIG00939343","FIG00939344: hypothetical protein"
"3723","proteobacteria","FIG00639748","FIG00639749: hypothetical protein"
"3724","proteobacteria","FIG00639749","FIG00639751: hypothetical protein"
"3725","proteobacteria","FIG01316937","NAD-dependent oxidoreductase"
"3726","proteobacteria","FIG01309147","FIG00351517: hypothetical protein"
"3727","proteobacteria","FIG01570521",NA
"3728","proteobacteria","FIG01316176","FIG00639928: hypothetical protein"
"3729","proteobacteria","FIG00133186","Fumarate hydratase class I, aerobic (EC 4.2.1.2); L(+)-tartrate dehydratase beta subunit (EC 4.2.1.32)"
"3730","proteobacteria","FIG01179249",NA
"3731","proteobacteria","FIG01313608","FIG01045788: hypothetical protein"
"3732","proteobacteria","FIG01296411","Sigma-fimbriae uncharacterized paralogous subunit"
"3733","proteobacteria","FIG01219738",NA
"3734","proteobacteria","FIG00733136","YbjA protein"
"3735","proteobacteria","FIG01955292","Phage major tail sheath protein"
"3736","proteobacteria","FIG00019256","Malonate utilization transcriptional regulator"
"3737","proteobacteria","FIG00008334","Putative oxidoreductase YdjL"
"3738","proteobacteria","FIG01521484","IscA-like protein, DsrR"
"3739","proteobacteria","FIG00443370",NA
"3740","proteobacteria","FIG01309551","FIG00351690: hypothetical protein"
"3741","proteobacteria","FIG00642170",NA
"3742","proteobacteria","FIG01493421","FIG01220739: hypothetical protein"
"3743","proteobacteria","FIG00638098","FIG00638099: hypothetical protein"
"3744","proteobacteria","FIG01437593","PdcA"
"3745","proteobacteria","FIG01397674","mobilization protein MobC"
"3746","proteobacteria","FIG00640467","FIG00640468: hypothetical protein"
"3747","proteobacteria","FIG00947391","FIG00947392: hypothetical protein"
"3748","proteobacteria","FIG00133861","Fumarate hydratase class I, aerobic (EC 4.2.1.2); L(+)-tartrate dehydratase alpha subunit (EC 4.2.1.32)"
"3749","proteobacteria","FIG01392169","ROrf1"
"3750","proteobacteria","FIG00007547","Outer membrane usher protein SfmD"
"3751","proteobacteria","FIG01313811","Phage outer membrane lipoprotein Rz1"
"3752","proteobacteria","FIG00001491","Peroxide stress regulator PerR, FUR family"
"3753","proteobacteria","FIG00808404","FIG00808405: hypothetical protein"
"3754","proteobacteria","FIG00905771","FIG00905772: hypothetical protein"
"3755","proteobacteria","FIG00639693","FIG00639694: hypothetical protein"
"3756","proteobacteria","FIG01393940","FIG027348: hypothetical protein"
"3757","proteobacteria","FIG00640267","FIG00640268: hypothetical protein"
"3758","proteobacteria","FIG01283219","Capsid scaffolding protein"
"3759","proteobacteria","FIG01454998","FIG00553532: hypothetical protein"
"3760","proteobacteria","FIG01560076",NA
"3761","proteobacteria","FIG00790879","putative bleomycin resistance protein"
"3762","proteobacteria","FIG00642323","FIG00642326: hypothetical protein"
"3763","proteobacteria","FIG01045350","putative DNA-binding protein"
"3764","proteobacteria","FIG00945144","alpha/beta hydrolase fold"
"3765","proteobacteria","FIG01224312","FIG01224314: hypothetical protein"
"3766","proteobacteria","FIG00661309","arylmalonate decarboxylase"
"3767","proteobacteria","FIG00661308","protein of unknown function DUF1271"
"3768","proteobacteria","FIG00732135","FIG00732137: hypothetical protein"
"3769","proteobacteria","FIG01953806","Putative structural protein"
"3770","proteobacteria","FIG00732852","FIG00732856: hypothetical protein"
"3771","proteobacteria","FIG01108695","FIG01108697: hypothetical protein"
"3772","proteobacteria","FIG00639907","FIG00639908: hypothetical protein"
"3773","proteobacteria","FIG00144296","Mll9366 protein"
"3774","proteobacteria","FIG00732951","FIG00732952: hypothetical protein"
"3775","proteobacteria","FIG01452816","FIG00641821: hypothetical protein"
"3776","proteobacteria","FIG01310648","Oxidoreductase (putative)"
"3777","proteobacteria","FIG00642495","FIG00642496: hypothetical protein"
"3778","proteobacteria","FIG01288350","probable capsid scaffolding protein"
"3779","proteobacteria","FIG00036176","Iron(III) dicitrate transport protein FecA"
"3780","proteobacteria","FIG00642657","Unknown function"
"3781","proteobacteria","FIG00640658","FIG00640659: hypothetical protein"
"3782","proteobacteria","FIG01517148","FIG00352554: hypothetical protein"
"3783","proteobacteria","FIG01304294","Anaerobic C4-dicarboxylate transporter DcuC"
"3784","proteobacteria","FIG00009278","Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9) / Fructose-specific phosphocarrier protein HPr (EC 2.7.1.69) / PTS system, fructose-specific IIA component (EC 2.7.1.69)"
"3785","proteobacteria","FIG00496094","surface antigen (D15)"
"3786","proteobacteria","FIG00002367","Archaeal S-adenosylmethionine synthetase (EC 2.5.1.6)"
"3787","proteobacteria","FIG00638261","FIG00638263: hypothetical protein"
"3788","proteobacteria","FIG01602916","FIG01048214: hypothetical protein"
"3789","proteobacteria","FIG00034445","Protein hydE"
"3790","proteobacteria","FIG01221118","Putative DNA ligase"
"3791","proteobacteria","FIG01405309","aldehyde dehydrogenase family protein"
"3792","proteobacteria","FIG01328766","Type III secretion system EscD protein"
"3793","proteobacteria","FIG00511023","FIG00511030: hypothetical protein"
"3794","proteobacteria","FIG01706149","FIG00352555: hypothetical protein"
"3795","proteobacteria","FIG00638016","FIG00638017: hypothetical protein"
"3796","proteobacteria","FIG00638908","FIG00638909: hypothetical protein"
"3797","proteobacteria","FIG00638905","FIG00638906: hypothetical protein"
"3798","proteobacteria","FIG00638902","COG5283: Phage-related tail protein"
"3799","proteobacteria","FIG01275912","Type-IV sectretion leader peptidase/N-methyltransferase"
"3800","proteobacteria","FIG01047978","FIG01047979: hypothetical protein"
"3801","proteobacteria","FIG00510173","Putative cryptic C4-dicarboxylate transporter DcuD"
"3802","proteobacteria","FIG00638975","FIG00638980: hypothetical protein"
"3803","proteobacteria","FIG00001366","1-phosphofructokinase (EC 2.7.1.56)"
"3804","proteobacteria","FIG00947786","FIG00947788: hypothetical protein"
"3805","proteobacteria","FIG01311767","FIG00639676: hypothetical protein"
"3806","proteobacteria","FIG00139756","Siderophore staphylobactin biosynthesis protein SbnC @ Siderophore synthetase superfamily, group B"
"3807","proteobacteria","FIG00639592","Orf80"
"3808","proteobacteria","FIG00731993","FIG00731994: hypothetical protein"
"3809","proteobacteria","FIG00014997","phytol kinase"
"3810","proteobacteria","FIG00852277","FIG00852278: hypothetical protein"
"3811","proteobacteria","FIG00640185","FIG00640186: hypothetical protein"
"3812","proteobacteria","FIG00643709","FIG00643710: hypothetical protein"
"3813","proteobacteria","FIG00769774","probable TonB-dependent receptor"
"3814","proteobacteria","FIG00639150","FIG00639151: hypothetical protein"
"3815","proteobacteria","FIG00628851","Oleate hydratase (EC 4.2.1.53)"
"3816","proteobacteria","FIG00640540","FIG00640542: hypothetical protein"
"3817","proteobacteria","FIG01047344","FIG01047345: hypothetical protein"
"3818","proteobacteria","FIG01304058","Putative aldolase YdjI"
"3819","proteobacteria","FIG01304052","Carbon starvation protein A paralog"
"3820","proteobacteria","FIG01669134","FIG00641641: hypothetical protein"
"3821","proteobacteria","FIG01004807","InterPro IPR000498"
"3822","proteobacteria","FIG01337820","IncI1 plasmid conjugative transfer protein TraS"
"3823","proteobacteria","FIG00643098","FIG00643099: hypothetical protein"
"3824","proteobacteria","FIG00731503","FIG00731504: hypothetical protein"
"3825","proteobacteria","FIG01517295","FIG01002363: hypothetical protein"
"3826","proteobacteria","FIG01311514","DUF1706 domain-containing protein"
"3827","proteobacteria","FIG01361989","FIG00350168: hypothetical protein"
"3828","proteobacteria","FIG00638773","FIG00638774: hypothetical protein"
"3829","proteobacteria","FIG00947125","FIG00947126: hypothetical protein"
"3830","proteobacteria","FIG01863798","Ppp"
"3831","proteobacteria","FIG01366457","FIG00923589: hypothetical protein"
"3832","proteobacteria","FIG01553750","plasmid replication and transfer"
"3833","proteobacteria","FIG00905120","putative exported lipase"
"3834","proteobacteria","FIG00639428","FIG00639430: hypothetical protein"
"3835","proteobacteria","FIG00088537","L-Cystine ABC transporter, periplasmic cystine-binding protein TcyA"
"3836","proteobacteria","FIG01332778","Phage EaG protein"
"3837","proteobacteria","FIG00626334","FIG00626335: hypothetical protein"
"3838","proteobacteria","FIG01046734","FIG01046738: hypothetical protein"
"3839","proteobacteria","FIG01416049","Orf18"
"3840","proteobacteria","FIG00641021","FIG00641023: hypothetical protein"
"3841","proteobacteria","FIG01068820","FIG01068823: hypothetical protein"
"3842","proteobacteria","FIG01338429","Type I restriction enzyme EcoR124II M protein (EC 2.1.1.72)"
"3843","proteobacteria","FIG00848788","Putative type II restriction enzyme NmeDIP (EC 3.1.21.4) (Endonuclease NmeDIP) (R.NmeDIP)"
"3844","proteobacteria","FIG00698333","putative site specific recombinase"
"3845","proteobacteria","FIG00847314","FIG00847315: hypothetical protein"
"3846","proteobacteria","FIG01867945","Diguanylate cyclase (GGDEF domain)"
"3847","proteobacteria","FIG01007252","FIG01007254: hypothetical protein"
"3848","proteobacteria","FIG01462501","similar to two hypothetical proteins from Mycobacterium tuberculosis TR:O53468 (EMBL:O53468) MTV018.09C (Rv2022c); similar to TR:O53332 (EMBL:AL021646) MTV014.26 (Rv3182)"
"3849","proteobacteria","FIG00001650","Histone acetyltransferase HPA2 and related acetyltransferases"
"3850","proteobacteria","FIG00139262","Poly(glycerol-phosphate) alpha-glucosyltransferase (EC 2.4.1.52)"
"3851","proteobacteria","FIG00639580","FIG00641476: hypothetical protein"
"3852","proteobacteria","FIG00639325",NA
"3853","proteobacteria","FIG00639323","FIG00639324: hypothetical protein"
"3854","proteobacteria","FIG01457983","FIG00828468: hypothetical protein"
"3855","proteobacteria","FIG01604093","post-segregation killing protein"
"3856","proteobacteria","FIG00638984","FIG00638986: hypothetical protein"
"3857","proteobacteria","FIG00638982","FIG00638983: hypothetical protein"
"3858","proteobacteria","FIG00642400","FIG00643006: hypothetical protein"
"3859","proteobacteria","FIG00068109","IncI1 plasmid conjugative transfer protein TraM"
"3860","proteobacteria","FIG01304396","YkfI toxin protein"
"3861","proteobacteria","FIG01045827","FIG01045828: hypothetical protein"
"3862","proteobacteria","FIG00509965","FIG00509966: hypothetical protein"
"3863","proteobacteria","FIG00642254","YacB"
"3864","proteobacteria","FIG00055840","ATPase provides energy for both assembly of type IV secretion complex and secretion of T-DNA complex (VirB11)"
"3865","proteobacteria","FIG01526381","FIG00512925: hypothetical protein"
"3866","proteobacteria","FIG01507749","FIG00850606: hypothetical protein"
"3867","proteobacteria","FIG00554321","FIG00639052: hypothetical protein"
"3868","proteobacteria","FIG01585525","CopG-like DNA-binding"
"3869","proteobacteria","FIG00974578","FIG00974580: hypothetical protein"
"3870","proteobacteria","FIG00553959","Putative diguanylate cyclase/phosphodiesterase domain 1"
"3871","proteobacteria","FIG00847536","Phage (Mu-like) virion morphogenesis protein"
"3872","proteobacteria","FIG01686910","probable sugar ABC transporter, ATP-binding protein"
"3873","proteobacteria","FIG01332075",NA
"3874","proteobacteria","FIG00644781","FIG00644782: hypothetical protein"
"3875","proteobacteria","FIG00644435","FIG00644436: hypothetical protein"
"3876","proteobacteria","FIG00149025","Endo-alpha-mannosidase"
"3877","proteobacteria","FIG00001448","Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8)"
"3878","proteobacteria","FIG01367981","FIG01068988: hypothetical protein"
"3879","proteobacteria","FIG00638287","FIG00638289: hypothetical protein"
"3880","proteobacteria","FIG00638280","FIG01047590: hypothetical protein"
"3881","proteobacteria","FIG00146544","Protein-N(5)-glutamine methyltransferase PrmB, methylates LSU ribosomal protein L3p"
"3882","proteobacteria","FIG00146546","Putative polysaccharide export protein YccZ precursor"
"3883","proteobacteria","FIG01047617","FIG01047621: hypothetical protein"
"3884","proteobacteria","FIG01493118","nucleotide sugar epimerase/dehydratase"
"3885","proteobacteria","FIG01045989","FIG01045991: hypothetical protein"
"3886","proteobacteria","FIG00138082","5'-nucleotidase (EC 3.1.3.5); NAD pyrophosphatase, periplasmic (EC 3.6.1.22)"
"3887","proteobacteria","FIG00060421","YhfA Protein in tra region of some IncF plasmids"
"3888","proteobacteria","FIG00643247","FIG00643253: hypothetical protein"
"3889","proteobacteria","FIG00639780","FIG00639781: hypothetical protein"
"3890","proteobacteria","FIG01322767","Putative frv operon regulatory protein"
"3891","proteobacteria","FIG01534897",NA
"3892","proteobacteria","FIG00640628","FIG00640631: hypothetical protein"
"3893","proteobacteria","FIG01045797","Origin specific replication initiation factor"
"3894","proteobacteria","FIG00001134","DNA-3-methyladenine glycosylase II (EC 3.2.2.21)"
"3895","proteobacteria","FIG01488552","FIG00643938: hypothetical protein"
"3896","proteobacteria","FIG01164026","COG0744: Membrane carboxypeptidase (penicillin-binding protein)"
"3897","proteobacteria","FIG00137466","Transcriptional regulator YcjW, LacI family, possibly involved in maltodextrin utilization pathway"
"3898","proteobacteria","FIG00904123","FIG00904125: hypothetical protein"
"3899","proteobacteria","FIG01417068","SAM (And some other nucleotide) binding motif"
"3900","proteobacteria","FIG01513215","allergen V5/TPX-1 related"
"3901","proteobacteria","FIG01694239","Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)"
"3902","proteobacteria","FIG00638121","FIG00638123: hypothetical protein"
"3903","proteobacteria","FIG00639740","FIG01219977: hypothetical protein"
"3904","proteobacteria","FIG00638442","FIG00638444: hypothetical protein"
"3905","proteobacteria","FIG00640373","FIG00640374: hypothetical protein"
